08121005;16;15;15;39;16;18;18;19;19;18;18;18;18
08121006;16;15;15;39;16;18;18;19;19;18;18;18;18
08121007;16;15;15;39;16;18;18;19;19;18;18;18;18
08121008;16;15;15;39;16;18;18;19;19;18;18;18;18
08121009;16;15;15;39;16;18;18;19;19;18;18;18;18
08121010;16;15;15;39;16;18;18;19;19;18;18;18;18
08121011;16;15;15;38;16;18;18;19;19;18;18;18;18
08121012;16;15;15;38;16;18;18;19;19;18;18;18;18
08121013;16;15;15;38;16;18;18;19;19;18;18;18;18
08121014;16;15;15;38;16;18;18;19;19;18;18;18;18
08121015;16;15;15;38;16;18;18;19;19;18;18;18;18
08121016;16;15;15;38;16;18;18;19;19;18;18;18;18
08121017;16;15;15;38;16;18;18;19;19;18;18;18;18
08121018;16;15;15;38;16;18;18;19;19;18;18;18;18
08121019;16;15;15;38;16;18;18;19;19;18;18;18;18
08121020;16;15;15;38;16;18;18;19;19;18;18;18;18
08121021;16;15;15;38;16;18;18;19;19;18;18;18;18
08121022;16;15;15;38;16;18;18;19;19;18;18;18;18
08121023;16;15;15;38;16;18;18;19;19;18;18;18;18
08121024;16;15;15;38;16;18;18;19;19;18;18;18;18
08121025;16;15;15;38;16;18;18;18;19;18;18;18;18
08121026;16;15;15;39;16;18;18;18;19;18;18;18;18
08121027;16;15;15;39;16;18;18;18;19;18;18;18;18
08121028;16;15;15;39;16;18;18;18;19;18;18;18;18
08121029;16;15;15;39;16;18;18;18;19;18;18;18;18
08121030;16;15;15;39;16;18;18;18;19;18;18;18;18
08121031;16;15;15;39;16;18;18;18;19;18;18;18;18
08121032;16;15;15;39;16;18;18;18;19;18;18;18;18
08121033;16;15;15;39;16;18;18;18;19;18;18;18;18
08121034;16;15;15;39;16;18;18;18;19;18;18;18;18
08121035;16;15;15;38;16;18;18;18;19;18;18;18;18
08121036;16;15;15;38;16;18;18;18;19;18;18;18;18
08121037;16;15;15;38;16;18;18;18;19;18;18;18;18
08121038;16;15;15;38;16;18;18;18;19;18;18;18;18
08121039;16;15;15;38;16;18;18;18;19;18;18;18;18
08121040;16;15;15;38;16;18;18;18;19;18;18;18;18
08121041;16;15;15;38;16;18;18;18;19;18;18;18;18
08121042;16;15;15;38;16;18;18;18;19;18;18;18;18
08121043;16;15;15;38;16;18;18;18;19;18;18;18;18
08121044;16;15;15;38;16;18;18;18;19;18;18;18;18
08121045;16;15;15;38;16;18;18;18;19;18;18;18;18
08121046;16;15;15;38;16;18;18;18;19;18;18;18;18
08121047;16;15;15;38;16;18;18;18;19;18;18;18;18
08121048;16;15;15;38;16;18;18;18;19;18;18;18;18
08121049;16;15;15;39;16;18;18;18;19;18;18;18;18
08121050;16;15;15;39;16;18;18;18;19;18;18;18;18
08121051;16;15;15;39;16;18;18;18;19;18;18;18;18
08121052;16;15;15;39;16;18;18;18;19;18;18;18;18
08121053;16;15;15;39;16;18;18;18;19;18;18;18;18
08121054;16;15;15;39;16;18;18;18;19;18;18;18;18
08121055;16;15;15;39;16;18;18;18;19;18;18;18;18
08121056;16;15;15;39;16;18;18;18;19;18;18;18;18
08121057;16;15;15;39;16;18;18;18;19;18;18;18;18
08121058;16;15;15;39;16;18;18;18;19;18;18;18;18
08121059;16;15;15;39;16;18;18;18;19;18;18;18;18
08121100;16;15;15;39;16;18;18;18;19;18;18;18;18
08121101;16;15;15;39;16;18;18;18;19;18;18;18;18
08121102;16;15;15;38;16;18;18;18;19;18;18;18;18
08121103;16;15;15;38;16;18;18;18;19;18;18;18;18
08121104;16;15;15;38;16;18;18;18;19;18;18;18;18
08121105;16;15;15;38;16;18;18;18;19;18;18;18;18
08121106;16;15;15;38;16;18;18;18;19;18;18;18;18
08121107;16;15;15;38;16;18;18;18;19;18;18;18;18
08121108;16;15;15;38;16;18;18;18;19;18;18;18;18
08121109;16;15;15;38;16;18;18;18;19;18;18;18;18
08121110;16;15;15;38;16;18;18;18;19;18;18;18;18
08121111;16;15;15;38;16;18;18;19;19;18;18;18;18
08121112;16;15;15;38;16;18;18;19;19;18;19;18;18
08121113;16;15;15;38;16;18;18;19;19;18;19;18;18
08121114;16;15;15;38;16;18;18;19;19;18;19;18;18
08121115;16;15;15;38;16;18;18;19;19;18;19;18;18
08121116;16;15;15;38;16;18;18;19;19;18;19;18;18
08121117;16;15;15;38;16;18;18;19;19;18;19;18;18
08121118;16;15;15;38;16;18;18;19;19;18;19;18;18
08121119;16;15;15;39;16;18;18;19;19;18;19;18;18
08121120;16;15;15;39;16;18;18;19;19;18;19;18;18
08121121;16;15;15;39;16;18;18;19;19;18;19;18;18
08121122;16;15;15;39;16;18;18;19;19;18;19;18;18
08121123;16;15;15;39;16;18;18;19;19;18;19;18;18
08121124;16;15;15;39;16;18;18;19;19;18;19;18;18
08121125;16;15;15;39;16;18;18;19;19;18;19;18;18
08121126;16;15;15;39;16;18;18;19;19;18;19;18;18
08121127;16;15;15;39;16;18;18;19;19;18;19;18;18
08121128;16;15;15;39;16;18;18;19;19;18;19;18;18
08121129;16;15;15;39;16;18;18;19;19;18;19;18;18
08121130;16;15;15;39;16;18;18;19;19;18;19;18;18
08121131;16;15;15;39;16;18;18;19;19;18;19;18;18
08121132;16;15;15;39;16;18;18;19;19;18;19;18;18
08121133;16;15;15;39;16;18;18;19;19;18;19;18;18
08121134;16;15;15;39;16;18;18;19;19;18;19;18;18
08121135;16;15;15;39;16;18;18;19;19;18;19;18;18
08121136;16;15;15;39;16;18;18;19;19;18;19;18;18
08121137;16;15;15;39;16;18;18;19;19;18;19;18;18
08121138;16;15;15;39;16;18;18;19;19;18;19;18;18
08121139;16;15;15;38;15;18;18;19;19;18;19;18;18
08121140;16;15;15;38;16;18;18;19;19;18;19;18;18
08121141;16;15;15;38;16;18;18;19;19;18;19;18;18
08121142;16;15;15;38;16;18;18;19;19;18;19;18;18
08121143;16;15;15;38;16;18;18;19;19;18;19;18;18
08121144;16;15;15;39;15;18;18;19;19;18;19;18;18
08121145;16;15;15;38;15;18;18;19;19;18;19;18;18
08121146;16;15;15;39;16;18;18;19;19;18;19;18;18
08121147;16;15;15;39;16;18;18;19;19;18;19;18;18
08121148;16;15;15;39;15;18;18;19;19;18;19;18;18
08121149;16;15;15;39;16;18;18;19;19;18;19;18;18
08121150;16;15;15;39;16;18;18;19;19;18;19;18;18
08121151;16;15;15;39;15;18;18;19;19;18;19;18;18
08121152;16;15;15;40;16;18;18;19;19;18;19;18;18
08121153;16;15;15;39;16;18;18;19;19;18;19;18;18
08121154;16;15;15;39;15;18;18;19;19;18;19;18;18
08121155;16;15;15;39;15;18;18;19;19;18;19;18;18
08121156;16;15;15;39;15;18;18;19;19;18;19;18;18
08121157;16;15;15;39;15;18;18;19;19;18;19;18;18
08121158;16;15;15;39;15;18;18;19;19;18;19;18;18
08121159;16;15;15;39;15;18;18;19;19;18;19;18;18
08121200;16;15;15;39;15;18;18;19;19;18;19;18;18
08121201;16;15;15;39;15;18;18;19;19;18;19;18;18
08121202;16;15;15;38;15;18;18;19;19;18;19;18;18
08121203;16;15;15;39;15;18;18;19;19;18;19;18;18
08121204;16;15;15;39;15;18;18;19;19;18;19;18;18
08121205;16;15;15;39;16;18;18;19;19;18;19;18;18
08121206;16;15;15;40;16;18;18;19;19;18;19;18;18
08121207;16;15;15;40;15;18;18;19;19;18;19;18;18
08121208;16;15;15;40;15;18;18;19;19;18;19;18;18
08121209;16;15;15;40;15;18;18;19;19;18;19;18;18
08121210;16;15;15;39;15;18;18;19;19;18;19;18;18
08121211;16;15;15;39;15;18;18;19;19;18;19;18;18
08121212;16;15;15;39;15;18;18;19;19;18;19;18;18
08121213;16;15;15;39;15;18;18;19;19;18;19;18;18
08121214;16;15;15;39;15;18;18;19;19;18;19;18;18
08121215;16;15;15;39;15;18;18;19;19;18;19;18;18
08121216;16;15;15;39;15;18;18;19;19;18;19;18;18
08121217;16;15;15;39;15;18;18;19;19;18;19;18;18
08121218;16;15;15;39;15;18;18;19;19;18;19;18;18
08121219;16;15;15;39;15;18;18;19;19;18;19;18;18
08121220;16;15;15;38;15;18;18;19;19;18;19;18;18
08121221;16;15;15;38;15;18;18;19;19;18;19;18;18
08121222;16;15;15;38;15;18;18;19;19;18;19;18;18
08121223;16;15;15;38;15;18;18;19;19;18;19;18;18
08121224;16;15;15;38;15;18;18;19;19;18;19;18;18
08121225;16;15;15;38;15;18;18;19;19;18;19;18;18
08121226;16;15;15;38;15;18;18;19;19;18;19;18;18
08121227;16;15;15;38;15;18;18;19;19;18;19;18;18
08121228;16;15;15;38;15;18;18;19;19;18;19;18;18
08121229;16;15;15;38;15;18;18;19;19;18;19;18;18
08121230;16;15;15;38;15;18;18;19;19;18;19;18;18
08121231;16;15;15;38;15;18;18;19;19;18;19;18;18
08121232;16;15;15;38;15;18;18;19;19;18;19;18;18
08121233;16;15;15;38;15;18;18;19;19;18;19;18;18
08121234;16;15;15;38;15;18;18;19;19;18;19;18;18
08121235;16;15;15;38;15;18;18;19;19;18;19;18;18
08121236;16;15;15;38;15;18;18;19;19;18;19;18;18
08121237;16;15;15;38;15;18;18;19;19;18;19;18;18
08121238;16;15;15;38;15;18;18;19;19;18;19;18;18
08121239;16;15;15;38;15;18;18;19;19;18;19;18;18
08121240;16;15;15;38;15;18;18;19;19;18;19;18;18
08121241;16;15;15;38;15;18;18;19;19;18;19;18;18
08121242;16;15;15;38;15;18;18;19;19;18;19;18;18
08121243;16;15;15;38;15;18;18;19;19;18;19;18;18
08121244;16;15;15;38;15;18;18;19;19;18;19;18;18
08121245;16;15;15;38;15;18;18;19;19;18;19;18;18
08121246;16;15;15;38;15;18;18;19;19;18;19;18;18
08121247;16;15;15;38;15;18;18;19;19;18;19;18;18
08121248;16;15;15;38;15;18;18;19;19;18;19;18;18
08121249;16;15;15;38;15;18;18;19;19;18;19;18;18
08121250;16;15;15;38;15;18;18;19;19;18;19;18;18
08121251;16;15;15;38;15;18;18;19;19;18;19;18;18
08121252;16;15;15;38;15;18;18;20;19;18;19;18;18
08121253;16;15;15;38;15;18;18;20;19;18;19;18;18
08121254;16;15;15;38;15;18;18;20;19;18;19;18;18
08121255;16;15;15;38;15;18;18;20;19;18;19;18;18
08121256;16;15;15;38;15;18;18;20;19;18;19;18;18
08121257;16;15;15;38;15;18;18;20;19;18;19;18;18
